"""@relation new_dataset""",
""" DUDE  ARE YOU SERIOUS YOUR SO STUPIDDDD >.> STFU!:) and btw  if your tired of people talking shit on your form spring  delete this accountt >.> and be yourself  are you that bad? not as stupid as you js[just saying]""",1
""" dude it seems like everyone hates you. you should just delete all your socialing sites. (: should i care?""",1
""" Ever been in a gang? :O no""",0
""" ever dyed your hair? if so how many times? never""",0
""" ew you&#039;re gross. ugly. BITCH not as gross as you bitch""",1
""" Faaaaake. :D I am not fake""",1
###############################################################################################################################################################################################################################################################,1
""" Faveee Timee - Sport ? volleyball""",0
""" favorite band hm i don t have one""",0
""" favorite color? purple : )""",0
""" favorite song? hmm probably Alejandro by lady gaga""",0
""" favorite song? I already answered that""",0
""" Favve Song ? alejandro by lady gaga""",0
""" get a life you twisted bitch! You get a life""",1
""" GIRLS - Do|Have you cheered? GUYS - Do|Have you played football? :] nope""",0
""" GIRLS; Have You Ever Faught Over A Guy? What Happened? GUYS; Has A Girl Ever Faugh Over You? What Happened? :] nooo""",0
""" Grosss! Your face is nasty so is yours""",1
""" Grosss! Your face is nasty so is yours you don t see me complaining""",1
""" guess what you should do? GET A LIFE. I don&#039;t even know you so why would you even start shit with me?! Seriously  you must be a bit messed up in the head. Pathetic. i have one for your information Nope i ain t messed up""",1
""" GUYS- What do you hate most about girls?  GIRLS- What do you hate most about guys? they can be annoying""",0
""" haha lifeless cunt stop writing on my wall you shit faced slut yo mamma""",1
""" Have you ever been to Georgia<33? :] no but i wanna go their""",0
""" Have you ever hated that you loved someone? >.< not really""",0
""" heey. how many other formsprings do u have? like 50? damn. get a life. you care why?""",1
""" hello. hey?""",0
""" Hey  it&#039;s your cousin again :] When are you coming to visit us? I&#039;m gonna make a formspring :] idk""",0
""" hey everyone  this is the girl that fakes ta k""",1
""" hey why dont you go kill yourself alot of ppl would be really happy :) why would i wanna do that?""",1
""" hi Hey""",0
""" hi hey (;""",0
""" Hmm  What Questionss? Inbox Me Some Ideas ;] sure""",0
""" how are you? Great you?""",0
""" how is your mom great  yours?""",0
""" How Many Siblings Do You Have? 1""",0
""" How many silly bands do you own? :] none""",0
""" how often do you go to the salon and get something done to your hair? like twice a month""",0
""" How old are you? does it matter""",0
""" http://files.formspring.me/profile/20100511/4bea173ca6455_thumb.jpg stalkerrrr""",0
""" i dont know you  but you seem like a bitch I m not""",1
""" i found you on jensens thingie. i cant really see your picture but i guess your cute? on what? thanks (:""",0
""" I Hate When Formspring Messes Up  Don&#039;t You ? -_- sometimes""",0
""" i hate when people are mad at for no reason at all...what about you? i dislike that""",0
""" I know  they&#039;re amazing!! The singer Jeremy McKinnon is soooooo funny :) He loved giving me high fives. My shirt is so cool too. It&#039;s with a fat guy on it. lol. Do you know the band August Burns Red? dude like i said your so lucky! no""",0
""" i like yur bg thanks""",0
""" I LOVE ADTR! VvV They&#039;re my fav. I know every song by heart. serious? they are a good band :D""",0
""" I really wanna take you downn ;] ( It&#039;s a song! ) lmfaoo . lmfao i thought something else""",0
""" i&#039;m not fake (:r sorry. liar""",1
""" If you had to perform at the circus  what trick would you do? idk........""",0
""" im bored same here :""",0
""" Is There Anyone You Wish You Never Met? -_- no""",0
""" its cool how you swear when your only 13 :) i know""",0
""" lala lololol""",0
###############################################################################################################################################################################################################################################################,0
""" no body likes yuuuuuuu! like I care""",1
""" No honestly your really immature :) your the one""",1
""" nom nom yum yum""",0
""" Oh well  I met ABR too. The singer is the shit  he&#039;s a beast. lucky pringle pop""",0
""" ohh look the girl who fakes herself.... I only faked myself once!""",1
""" Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!/ wow pathetic much?""",1
""" online <3 :p""",0
""" pretty gurrrl(: haha thanks (:""",0
""" relation to Miley Cyrus? what""",0
""" STFU YOU HOE. you piece of shiit. wow i feel insulted""",1
""" Thats all i can think of right now >.< Gimme ideas &amp; I will ask more stuff :] <33333 sure will""",0
""" u know u care that betty is way better looking than u she is fugly""",1
""" Ugly piece of shit stop talking about yourself.""",1
""" ugly. i know you are""",1
""" Well don&#039;t because it&#039;s crude. crude?""",0
""" what am i going to do? hahaha  what am i going to do? haha  what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass. yea right don t make me laugh""",1
""" What are your plans for the weekend? I&#039;m going to Miami :] <3. going to my grandma s""",0
""" What Color Are Your Eyes? brown""",0
""" What Did You For Lunch? : ] a peanut butter and jelly sandwhich""",0
""" What did you think about before bed last night? about sheep""",0
""" what do you like best about formspring? when people ask you questions""",0
""" what does lol mean? laugh out loud""",0
""" What the hell. back to you""",0
""" What website do you spend the most time on? Myspace""",0
""" What&#039;s the nicest thing someone&#039;s ever done for you? they made me shit ;0""",0
""" What&#039;s the quickest you&#039;ve fell for someone? like 3 months""",0
""" What&#039;s your favv waterpark to go to? :] don t have one""",0
""" whats the last thing you do before going to bed brush my teeth""",0
""" whats the wierdest color you&#039;d ever dye your hair? i have never dyed my hair""",0
""" whats ur myspace page?? I don t have one anymore i deleted it""",0
""" whats your favorite silly band shape? a dino""",0
""" When does school start for you? Mine starts Aug. 19th &quot;/ september 7th""",0
""" When you drop your phone  Do you get scared it broke? I do >.< yea""",0
""" Where Were You Born? Did You Also Grow Up There? florida and yea""",0
""" Who pays your phone bill? :] my mum""",0
""" why are you still alive? idk D; you tell me""",1
""" why do you do this to ashlee? I am Ashlee duh""",0
""" worst place to eat at? mcdonald s""",0
""" Would you have sex with a fat guy?!?! No""",0
""" Would you kiss the last person you talked to on the phone? ew no""",0
""" would you rather your parents watch you having sex or your preacher? (from beginning to end lmao..) parents xD""",0
""" wow woah""",0
""" xdfcvghjkl dsfdsfdsgfdfgsd""",0
""" y do u have a big nose seriously no girl have a big nose ? so not as big as yours""",1
""" Yeah  I met them at their show :) Got a free shirt too. serious? your so lucky""",0
""" Yeauh   I&#039;m Really A liar. You&#039;re Cool. r i don&#039;t lie for stupid reasons.(: okay :o""",0
""" you are stupid and ugly. that s what you are""",1
""" YOU DONT EVEN FUCKING HAVE FAKES STOP THE FUCKING BULLSHIT AND GET A LIFE JEZUSS. HOW OLD ARE YOU KID? LIFELESS BITCH YOU NEED HELP. Yes i do""",1
""" you drunk nah""",0
""" you got a myspace yea""",0
""" You guys have funny answers :] Do you read peoples answers to your questions like i do? :D yea lol all the time""",0
""" YOU NEVER CALLED ME. my bad""",0
""" you should come next week! k""",0
""" YOU SHOULD DIE kay""",1
""" You should ignore all those comments people send to you. Everyone knows you don&#039;t fake yourself  and they just want to be like you. You&#039;re very pretty  and I know I&#039;m jealous of my cousin :] :o""",0
""" you sure as hell look like a dog.  don&#039;t fucking call me &#039;hun&#039;.  got it. i don t look like a damn dog hun lol i just did what you gonna do about it (:""",1
""" you&#039;re fucking pathetic so are you for commenting my formspring""",1
""" you&#039;re one of the ugliest bitches I&#039;ve ever fucking seen have you seen your face lately because if you had you wouldn t be talkin hun (:""",1
""" your a fuckin ugly bitch you look like a man in the face :) whatever you say (:""",1
""" Your face is nastyy your just jealous""",1
""" your mad ugly. true talk. like your face""",1
""" Your so fucking immature I&#039;m sorry you have no friends so you have to be rude to everyone your just jealous im sexy and your not :P stupid Anonymous show your face faggot""",1
""" your ugly as fuuuuck ( : betty is 10000% prettier than youuu  so stopp being a bitchhh. psh yea right""",1
""" your ugly your momma""",1
""" &quot;iloveyoubaby&quot; &quot;iloveyoutoobabygirl&quot;  that ^ haha [x Yess it was pretty cute ;)""",0
""" :) :))""",0
""" a c t u a l l y;;i DO want himm<33 [: so you can hush that! [: Goooooood  cause I want you too ;))) <3""",0
""" ahaa to late i already sent youu onee[; ooo i guess you re too quick for me ;)""",0
""" ahahaahahahaha. yourr a funny kid. I knowwww :)""",0
""" ahh this is cutee [; What s cute?""",0
""" alright cool :) :)))""",0
""" and why is that? I forgot what we were talking about :p I love you twinsie<3""",0
""" And why would you fight for her   jst asken Because she is an amazing person  and I hope that she would agree with me when i say we re &quot;close friends&quot;...""",0
""" andrew once again stop talking to MY friends. nobody likes you. you think your hot shit and thats whats annoying. bye failed rapist :) Hahahaha :D""",1
""" anyone or someone particular? Kinda...but idk if she s still feelin it...""",0
""" are u guus foing out yet!??? Yes  we are.""",0
""" are you and lindsey talking? As friends...but nothing more than that  she doesn t like me like that""",0
""" are you foing out??? nah bro  not yet...hopefully soon though :)""",0
###############################################################################################################################################################################################################################################################,0
""" arent u guys going out? nah buddy...so who are you?""",0
""" ASSHOLE ???""",1
""" Aww you&#039;ll have some beat my ass? Your not &quot;badass&quot; enough to do it yourself? Exactly what imeant by pussssssyss<33333 Cause you re probably a fuckin girl. Tell me who youu are and ill do it myself.""",1
""" because if its who i think it is  i asked if she wants a boyfriend and you can find out the rest from her if it is her Who do you think it is?""",0
""" bullllllllll. ( : ahah. I swear! I could never lie to my fiancee! ;)""",0
""" but it says right above that i cant :( That s sarcasm...its why i put a winky face ;)""",0
""" Cute :) Thanksss :) who is this? :D""",0
""" dickkkkkkkkkkkkkk???? Vaginaaaaaaaaa???""",0
""" did u ever like tayler philips? Maybe...why?""",0
""" Do u wanna get raped? ;) hehe Not really  why don t we just have sex? :D hahahaha""",0
""" do you think girls look better with makeup on or none? Idk...i personally think makeup is unnecessary because it merely hides natural beauty""",0
""" do you want a girlfriend? Yeah  I wanna be with someone...""",0
""" do you want another hint? Yess :)""",0
""" does it look like i give a flying fuck? ;] you should  cause you re a friendless faggot""",1
""" dudde ima fuuck you til you bleed:) Haha sorry I m not into that sort of thing""",1
""" dude you are such a fucken fagget ahahaha Ahaha that s funny you anonymous bitch!!! :)""",1
###############################################################################################################################################################################################################################################################,1
""" ew VVVVVVV I don t know which question you re pointing at asshole.""",1
""" exactly. ur not hard get the fuck over urself How about you get over me and get the fuck out of here.""",1
###############################################################################################################################################################################################################################################################,0
""" haha [: hehe :}""",0
""" haha connnnceidddddeddd much? Kinda...""",0
""" haha damn the ninja thing gave it away Haha yepp""",0
""" haha i know i tried to make it really obvious for youu lol [[: I appreciate the help ;)))""",0
""" haha keep saying shit ill kill you Well then you ll go to jail!""",1
""" haha loserrr (: Im not a loserrr xD and damn people are nasty  they should learn how to speak properly to a beautiful young lady such as yourself <3""",0
""" haha me too  haha iloveyouutooBABYY<3;D IloveyoumoreBABYGIRL<3 (;""",0
""" haha nah you know me:) just guess... Give me a hint :)""",0
""" haha no fair :p why do i cause so much drama? :(""",0
""" haha ok If you don t mind me asking  how would you kill me?""",0
""" haha thanks to you or i would have never been named an honerary ninja :) haha yeeee im awesome(:""",0
""" haha thankz no problem""",0
""" haha you guys are freakss<3 love you both tho :D Aha love you too<3""",0
""" haha youu are too cute<3 thanksssssss :)""",0
""" happy? No...""",0
###############################################################################################################################################################################################################################################################,0
""" hi my name is nico and im a total studd ;D u2665 Why thank you<3 I d like to be your stud ;D""",0
""" How do youu plan on making my birthday amazing?:D<3 haha read my previous message :)""",0
""" how have your past couple days been? They ve been good :)""",0
